Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
28,122.85998007598087,0,52.99035576897347,686,3335.8872831845724,0.1584418660672744,0.14009529985584365,52.66104590800791,0.24141217481264599,Aug,2,11,3,9,New_Visitor,False,True
25,362.0352493553057,8,170.28594636968083,241,2612.9112542856915,0.13765643926594126,0.17261601461436282,48.629306497146494,0.7650801680210664,Aug,8,4,3,1,Returning_Visitor,False,True
17,347.73604316294205,11,170.78594342884026,577,4194.292686174093,0.0843609001769289,0.1079548361272817,395.64967505981633,0.6187352583946861,Feb,8,7,4,7,Returning_Visitor,True,True
21,95.07950412249153,3,111.84403535333396,393,869.4050735480694,0.1755905944744358,0.17480610009090633,73.94301663620975,0.6176730147278172,Sep,2,9,6,9,New_Visitor,True,True
5,32.475114820172465,15,285.4465777647393,426,6759.319507612447,0.06553994296151684,0.14504683642764818,295.1615156339213,0.9162173991249154,May,1,11,2,12,New_Visitor,True,False
16,250.85535762444698,4,253.1623687235195,452,3824.4294278813695,0.13741525292792733,0.15075648248675227,312.72319048550315,0.6724185204838325,Jan,2,6,7,4,New_Visitor,False,True
22,134.5474847534839,16,248.9458682514726,506,344.817426645478,0.17553261210694876,0.18546872923236973,196.55783972000526,0.14733906313602652,Jul,1,8,5,17,Other,True,True
23,268.83375624242524,16,292.24558062884336,605,4423.693926855614,0.03108558530203827,0.06605958082682375,1.844880530114068,0.17395697088358675,Mar,6,7,6,12,Returning_Visitor,True,True
17,12.84790242712579,5,137.13280145889505,212,7444.137086095053,0.13052704236767182,0.1189332327570176,291.08439415455564,0.2746206406087631,Jul,6,3,7,5,New_Visitor,True,True
7,53.359694070995765,14,29.155732686008783,240,699.6840485175264,0.18019184691588228,0.054532024034630644,380.8273861438494,0.0379422742277693,Oct,3,1,4,10,New_Visitor,True,True
8,274.54889310905736,0,229.63677763493814,408,985.5405229376437,0.020616253549163768,0.10583677096300932,307.89632681763834,0.36503369752629133,Jan,6,12,8,14,Returning_Visitor,True,True
5,84.9482621209991,12,114.24377383558014,621,3097.4662643862016,0.029150651183851274,0.08872977327053971,211.43152854675066,0.3829040290082367,May,1,8,8,2,Returning_Visitor,False,True
4,343.03507030496064,15,57.10354554105549,558,5884.994085878659,0.07565112428796864,0.09148458398463176,235.0120882159181,0.7094702043125332,Dec,8,7,2,16,Returning_Visitor,True,True
11,23.43635508405417,1,144.97420296607604,667,4836.975496602775,0.1988621534526548,0.04171542816712368,63.37217951700613,0.328191293000908,Oct,5,3,1,8,New_Visitor,True,True
24,86.19279311422984,18,277.715682050149,591,3663.6759226538675,0.04478715705336578,0.12510014336874617,353.39263519214893,0.8565315165615561,Oct,8,4,8,18,Other,True,True
28,399.42409939402745,22,51.40710570438852,44,7941.967127501597,0.06494404884159781,0.15911564338366002,238.8032420129975,0.384197601682998,Jul,4,13,8,20,New_Visitor,True,True
27,173.23044103471705,1,254.60964456892256,236,1486.34626523953,0.16701934542324492,0.053731578897197776,99.26649937527405,0.9993773164456856,June,5,1,5,11,Returning_Visitor,False,True
10,281.1862654178574,20,125.4614824845352,594,6574.054359391571,0.02614867149576812,0.02478522038585671,40.1749242524589,0.4750762325807475,Oct,1,8,8,13,Other,False,False
24,73.06521954280547,24,41.040594210942594,112,990.695607184751,0.19924127586402743,0.05107185522073759,107.06251996560358,0.8874059134416181,Sep,7,6,4,19,New_Visitor,True,True
0,243.94749399421508,11,254.51469119659694,506,1436.856210210891,0.14777233278254914,0.15104610853083394,306.4712975772534,0.22085973597190944,Oct,1,12,2,17,Returning_Visitor,False,True
10,290.4424273477674,11,290.88610235742857,642,2363.5541245881104,0.19183407098874644,0.01268101394604253,382.0800460688447,0.0034919483058379885,Apr,1,5,4,13,Returning_Visitor,False,True
18,125.79065434660421,7,87.38121475050349,449,6984.765750958913,0.02887959890854457,0.1235603076120782,93.36871267069498,0.5130994248460811,June,7,6,4,3,New_Visitor,False,True
8,331.5588447903511,11,91.06086295262065,567,3553.6458337570175,0.04648746556101629,0.16396169643704794,123.87804723411264,0.5149097089109163,Aug,6,1,6,12,New_Visitor,False,True
26,241.36703138891332,23,117.16379491197995,537,3166.283290360849,0.07415496729223088,0.16033098360636777,322.1948606835048,0.9549868724103012,June,6,3,6,16,Returning_Visitor,True,True
1,155.64920384601209,10,244.23910933824214,208,3925.8063302997803,0.01020227034716701,0.19750746176677458,291.4365570643158,0.19528971249182048,Jan,7,1,6,11,New_Visitor,False,True
11,223.05695733726344,1,3.1251590218499437,289,5047.250656594809,0.012138328842586144,0.15799738262076912,49.41599178350877,0.19714799528698657,Mar,7,5,4,9,Other,True,True
3,230.7043389743697,0,67.1869655212603,497,3387.9533442326747,0.18076428424409716,0.026967018351662042,364.20941427805474,0.4194499402363592,Oct,5,7,2,19,Other,False,True
3,66.2141170775464,24,211.76994333189785,182,7700.253507957059,0.008549652571873923,0.06942435141185217,93.61982773669517,0.5176249076569351,Mar,7,10,5,13,Returning_Visitor,False,True
17,161.09294794678647,3,121.69183514565782,399,1082.7352787443695,0.14999193982983336,0.0433963335874114,307.2063969001859,0.6418061273710449,Nov,8,10,3,17,Returning_Visitor,True,True
14,137.37223520779725,8,99.08868689043825,207,3805.330434217873,0.14352846687308393,0.07527606286832778,260.4622739896231,0.29477137828207955,Feb,7,1,3,2,Other,False,True
18,160.36108903165044,6,261.68486667060523,422,3323.464464854826,0.014562921636652093,0.12738305115871937,187.28417223639985,0.2649380115983626,Nov,7,8,4,6,Other,True,True
12,304.44423539410315,21,275.2001760438718,389,5541.654542267632,0.03752715301963081,0.05796651949173209,34.96113636447009,0.8404881098258453,Dec,2,8,1,18,Other,True,True
18,193.01536298666906,24,284.3958657498586,365,7704.666881960519,0.09096346114886511,0.02575369616483805,357.02688702055536,0.49515708045499063,Dec,3,11,6,5,New_Visitor,True,True
16,376.1264612957057,9,81.76515979628898,583,2307.3029952413153,0.12833143727458948,0.14284060354984876,212.1483378125436,0.9315383073871845,Jul,5,6,6,13,New_Visitor,True,True
5,117.47056534337447,19,273.7537828617321,435,7642.61203126896,0.17916536969229788,0.02343911887879433,45.291928300164926,0.6834114857267553,May,1,2,8,16,New_Visitor,True,True
15,166.2814313139716,13,221.08966641818665,311,6621.597056775381,0.10536637920153039,0.18958067598198888,190.72731247544544,0.0624471832072524,Nov,2,5,7,14,Other,False,True
23,314.7827241916166,0,46.26442454657419,338,6483.823294974561,0.18727335482648375,0.12371544022416257,41.5244864842633,0.10724441759267422,Dec,5,11,6,3,Returning_Visitor,True,True
11,218.4098373283001,4,183.0810084924631,146,584.607596858242,0.03805109771918409,0.15288142730504417,149.46850124136026,0.8695725728853199,Jan,5,8,6,14,New_Visitor,False,True
18,218.8112585697791,12,7.900445792097366,456,7524.667621131762,0.12455600383328613,0.16485618757605658,47.31563455210521,0.2106501569333652,Mar,5,11,6,12,Returning_Visitor,False,True
4,21.336065202073407,5,212.51344673125953,410,6711.422771597479,0.16892808700286738,0.12860229131517847,104.86556571095863,0.1679814676283755,Mar,1,5,6,16,Other,True,True
16,159.43986508738232,21,220.07025679528152,644,5476.664995380894,0.04666493067559954,0.14039951521566593,324.55131965376563,0.8876395341439913,Oct,7,12,3,4,Returning_Visitor,True,True
25,108.29349296869299,16,236.80155257849918,281,1022.873911482896,0.1577090677911101,0.15806963525212459,93.04158158611222,0.9544760387738547,May,2,6,8,17,Other,False,True
22,399.73404913244616,14,51.757516236730474,413,3360.2980742318423,0.08005784543353406,0.09081835081311657,255.18876191648897,0.6523387002835397,Jul,8,11,2,14,Other,False,True
25,123.34202825292411,6,188.47498228425928,589,6721.826046904997,0.19992483488795984,0.0005509117939381802,92.13258540923891,0.10157722618046217,Sep,5,2,6,10,Returning_Visitor,True,True
28,353.79861391754537,7,53.65700544829631,96,3500.2510126714055,0.018310290502665926,0.1933976092259598,246.4674300460326,0.02208259285623626,Apr,8,3,9,2,Other,False,True
0,270.493494016191,20,283.9950250167527,162,3491.6413483443484,0.11065446172396483,0.04854437373621894,297.67679577604065,0.5988286219049409,June,4,9,6,2,New_Visitor,True,True
27,136.36656367683617,1,202.50320780425034,436,2161.0064630734564,0.15660699816851853,0.02993789001483889,41.31653599621217,0.05895034228487106,May,8,13,5,7,New_Visitor,True,True
26,217.41375134964946,17,28.597754401216726,195,409.5060074481429,0.1352393284807578,0.18384259721060023,339.1046105574024,0.548252713643271,Feb,3,11,9,5,Other,False,True
24,336.21435197967753,20,56.109669001746845,627,4104.0305042900745,0.10111698570637369,0.10824749188176037,365.4658625136247,0.40182835503210657,June,5,2,5,4,New_Visitor,False,True
23,353.34731921236477,22,199.03802943892435,160,6195.755948407073,0.10262179580959159,0.055132018224943985,148.94442033503896,0.03266038454203124,Aug,1,7,3,20,Other,True,True
22,64.15755000245808,6,143.0011488478826,254,1168.5708405666562,0.08108591131790464,0.18635302689063316,351.01747260872924,0.9540248910066049,May,8,5,5,8,New_Visitor,False,True
9,135.82925648326784,19,220.88929986326355,69,7150.220538048497,0.06846008503173653,0.1710726015214514,46.44170310242694,0.00893801564886354,Jul,2,5,6,4,New_Visitor,False,True
14,134.08927208542866,15,84.23663967769774,411,4442.271880417987,0.11873330896316357,0.09116236004985923,170.17230914620063,0.3541695530641884,Mar,3,12,9,1,Other,True,True
22,16.817918430377876,18,197.37526105412306,35,6498.391044991542,0.14967349136858232,0.19123652048818798,64.4472224128315,0.8056366123419707,Nov,4,11,7,4,Other,True,False
20,239.29510394075862,8,53.088050409131704,304,5336.3189810287495,0.05585410765897041,0.018644349479278777,384.49832869413314,0.974481298378912,Dec,7,2,4,18,Other,True,True
20,341.9280211968752,11,163.11307900830994,469,1079.5649877432822,0.1893237783949334,0.18752158469085398,309.71883371092014,0.04516487555852011,Mar,1,2,9,4,New_Visitor,False,True
10,152.62975513020712,13,287.3398774649959,308,7252.737733161714,0.07296367977703473,0.09207297523909651,248.00136839258477,0.9507773824938652,Dec,4,4,6,19,Returning_Visitor,False,True
12,296.0143779936708,6,188.4666696872959,196,5745.198022754234,0.08679494201622982,0.09228687284226762,28.461606929909777,0.33646543521126515,Aug,7,6,2,9,New_Visitor,True,False
4,251.08016544029596,1,14.998085251474947,480,284.6319178226482,0.08222800643996216,0.09066422907442316,66.31703210880593,0.15847347187826866,Mar,6,11,5,3,Other,True,True
0,150.25949419720033,16,296.62864132098804,335,4640.353909830151,0.022267955093399874,0.08610002300008622,140.21248520533365,0.8236375267632685,May,3,13,1,7,Other,False,True
23,56.42391979691883,10,47.05989889465968,290,3841.009652605412,0.023182214879436572,0.10747567020458973,91.10539696150357,0.6426060874255803,Aug,1,3,2,14,New_Visitor,False,True
11,283.72954111038695,17,215.42073080913153,429,6873.2326099299335,0.15905418870654822,0.19903202686209392,124.44515927813016,0.0992548933309253,Apr,5,12,4,17,New_Visitor,True,True
10,341.8260675764962,11,159.75901171925878,597,982.2792939488938,0.07626466467771081,0.0028959411443128416,387.3659478323519,0.6183427482407324,June,5,9,9,14,New_Visitor,True,True
16,274.34179696059675,2,88.30820634129114,431,4726.752367252409,0.04319751915068315,0.10001397152497521,320.65133473091896,0.8165988851216925,May,2,3,4,1,Other,False,True
3,7.151393613927226,20,53.193145628312735,533,2482.2403186176575,0.14154008745508118,0.056725911658278984,27.996757266489425,0.5489807189842775,June,7,1,8,4,Other,False,True
14,86.4931577563965,13,53.31070928301471,645,1964.9509359455299,0.19194814370182386,0.034294633044857296,22.430792079690143,0.342639239017972,Sep,4,1,7,1,New_Visitor,True,True
24,27.791993953412764,14,257.51990436244813,509,180.28280310733447,0.18736048058673016,0.18501884384523026,18.334271204815565,0.21381475258675797,Sep,2,1,8,4,New_Visitor,False,True
29,228.1544398304907,18,261.873754249027,504,2657.8269107997585,0.14468141317138253,0.07689715662314663,287.79803734159367,0.7505124115800528,Feb,1,11,7,9,Other,False,True
8,302.591071536165,9,139.5436564874136,672,3168.767061215995,0.03832449981696478,0.10927947549480668,205.45909833283343,0.3991772589430579,Mar,1,11,5,5,Returning_Visitor,False,True
20,44.23167482746378,8,31.086438877492164,554,3582.293640168759,0.030818548847184737,0.1860754828113651,59.19508513897607,0.8319346994967457,Mar,6,10,8,14,New_Visitor,True,True
19,335.33512823735407,9,265.24953115403696,408,5877.7733628291535,0.1742012936231888,0.09588147588522518,375.85970049403363,0.7641845301194103,May,7,7,1,5,Other,False,True
18,222.20359135819328,19,146.10494585252673,401,3228.3394497552954,0.1925628524797939,0.05763941309923357,80.32310412492922,0.752409877195128,Jan,6,6,5,5,New_Visitor,True,True
18,275.98760485669,22,131.6287268600741,40,1561.9190504010874,0.1244637410838898,0.0193572242418115,288.7502400901084,0.7939399221039837,Nov,8,10,1,19,Returning_Visitor,True,True
11,388.5607394434585,3,122.20710733128607,383,3185.1698738233035,0.18025092212610114,0.11967322541431834,399.3990260440221,0.555622291955364,June,6,6,2,4,Returning_Visitor,True,True
4,33.472395299078926,18,109.5042521577617,290,556.5200470952076,0.16297798907458644,0.18231867907424038,396.216198773776,0.7796013151859877,June,4,5,5,10,Other,False,True
9,360.4896091911157,9,157.80162108257824,182,7776.59383397469,0.030802555822136913,0.016152400573508686,247.73500094524255,0.8787897561650541,Oct,1,8,8,12,Other,False,True
16,50.441078394963725,16,181.36236798351126,39,529.8672693518282,0.04459393142897919,0.08918445207978226,61.24063441848979,0.30096327912655274,Feb,4,9,4,6,Other,True,False
4,157.1835226546729,11,139.92966107188676,598,1615.1268280006273,0.0135518371140815,0.13292584779372316,397.12474734317357,0.25178806795905295,May,5,2,9,11,New_Visitor,True,True
21,340.57547853244574,24,268.99444903651334,224,3424.253091487031,0.09481138225329762,0.020142249738231466,290.6934697949521,0.4587717467093334,Aug,1,4,4,5,New_Visitor,True,True
15,362.5016946951473,0,95.29836855884919,284,7467.246637401903,0.06478964103922823,0.015742939153071768,330.76977703077637,0.5527937795519735,Sep,3,2,2,5,Other,True,True
6,202.54866941805813,10,173.4935570360344,137,1429.8973056973798,0.08520920500470125,0.040899216959751475,392.539404675854,0.028139204088524217,Dec,4,5,3,16,Returning_Visitor,False,True
27,237.64185531017006,12,89.98617605819558,334,3198.227927426573,0.0017327904683222873,0.026262488836031796,81.28072462011473,0.181779191368571,Mar,4,7,4,6,Returning_Visitor,False,True
8,283.25893383942287,0,226.00500713776026,137,7914.536465626314,0.14424880286852867,0.07556417855828906,128.8784089110584,0.02223481217640244,Nov,1,6,6,9,Other,False,False
2,333.1034673810857,0,30.636329798470697,473,4816.3810093590855,0.04011433719577045,0.0820374418347859,98.37219162212722,0.5617052620197363,Feb,4,12,8,6,Other,True,True
14,48.604467815066464,20,56.60969903859976,487,4916.6661892934635,0.07365318193944499,0.0905492103565888,396.3817270203512,0.7711176528485557,Feb,2,5,6,16,Returning_Visitor,True,True
15,324.0277232916911,15,240.36042297808524,575,7793.03493965413,0.08047515813423478,0.09822413772401982,261.7855242227983,0.8264722510549356,Feb,3,4,9,6,Returning_Visitor,False,True
17,192.5104602046467,6,54.95927856586162,628,4048.7855241547254,0.0132488696174764,0.011650323050330404,124.22999391284999,0.5584457058505621,Dec,2,12,4,13,New_Visitor,True,True
13,180.2493700432676,22,187.72390385842203,609,20.485956274454153,0.07310295387384362,0.13259308232926234,148.13675929438753,0.041147360715802384,Dec,3,12,3,6,Returning_Visitor,False,True
2,169.5599007987993,9,291.0730355712591,145,247.83714774446076,0.1799693795209599,0.1467433946011902,181.62817455897434,0.5907240185141189,Oct,5,13,1,20,New_Visitor,False,True
11,203.68463409841704,15,156.86718412978973,408,5451.185067930421,0.17864069309143105,0.027446414289754407,175.44618093701496,0.3993611315187783,Sep,7,10,2,16,Returning_Visitor,True,True
8,378.0202213578414,0,56.21893390202077,509,1692.0898278451598,0.004917982100411522,0.04539354394889901,69.42588729496757,0.8488254913382348,May,5,2,1,13,New_Visitor,False,True
27,219.28150911686063,21,96.20731370779126,84,3827.845886208517,0.005957947520195939,0.05611281841859748,342.59458606300143,0.4065593994343544,June,1,2,8,16,New_Visitor,False,True
6,381.2710153052557,8,247.03742293627147,562,4410.9780500317875,0.118793135444572,0.0832374982511825,308.9564680064681,0.7182070719831964,Nov,4,1,5,12,Other,True,True
8,72.11605224625623,5,105.49827393599212,606,5338.800902142602,0.04096459528410186,0.08031261314556917,365.4502681468373,0.19474096999572654,Nov,3,6,2,11,New_Visitor,True,True
12,289.6543915330533,14,217.05340770894406,8,669.9732187964811,0.17970226224772523,0.04113403151007205,210.20727505365545,0.9233532980152884,Oct,5,8,6,19,New_Visitor,False,True
17,324.89581544349886,3,233.20501886520307,88,6080.349458613757,0.09657084273719169,0.014693967156650257,268.7910082900958,0.2952710658217964,Dec,1,5,5,3,New_Visitor,True,True
4,271.65153253394476,14,150.35485417354926,88,7361.344119719022,0.06515860158388923,0.058093078896212826,301.5917850886312,0.0057996910516211475,Apr,5,11,5,2,New_Visitor,True,True
12,242.76891209061614,9,234.9640153099167,218,2045.9642932943875,0.19065538385352268,0.15584304480367683,237.71772679075931,0.08156871758688489,Mar,3,12,1,1,Returning_Visitor,True,True
3,225.9251124344729,24,95.07090132846432,349,3043.5686076699444,0.06358562639453594,0.01166994896947431,281.6552126207428,0.2293639853427497,Nov,4,2,7,13,Other,False,True
1,344.3721930314784,15,154.84789401492174,404,5950.545244615489,0.06416570612185431,0.07323132756222739,213.61788300610604,0.16548526982245682,Oct,3,7,4,3,Returning_Visitor,False,True
15,328.6586388658,12,205.96747919164216,160,1987.5253014175653,0.026619427687667698,0.03855699022114201,159.77717347824782,0.1904562960989813,Apr,2,3,2,6,Other,True,True
8,48.91548847223981,18,50.42194419131412,42,4337.95651124987,0.04445041158899204,0.14250229729940342,393.1542736628321,0.5792418736392898,Jul,5,6,4,2,Returning_Visitor,False,True
8,339.43506281235125,19,82.08659021465691,473,5279.5746907552375,0.15209813802031147,0.06628917261052021,191.01558077495486,0.47336100409273385,Nov,5,2,1,11,Other,False,True
5,165.627447776177,3,195.61098101809563,257,7034.191687336701,0.15194915929745798,0.07945560482736261,335.1633911737229,0.7120600848257748,Jul,3,6,1,8,New_Visitor,True,True
10,101.4787319983243,19,196.60803594886605,158,2762.925931087725,0.07731977523393763,0.18342025476764376,239.2132525512521,0.7903331389288462,Feb,7,13,3,9,Other,True,False
21,347.90742720557034,21,147.9907939358937,131,3941.1858488377447,0.06987502513824018,0.12223949078128271,108.94221877934828,0.5166860551133815,Jan,3,8,9,12,Other,False,True
23,172.80991985349664,15,238.67560703463616,558,1476.7952539907405,0.0836789246739012,0.1647641997157017,45.160701977733986,0.5928851079302363,May,5,8,3,2,New_Visitor,False,True
21,323.34587607072666,10,144.61647060149267,600,2460.883821003166,0.060167376949467236,0.1369822551703693,366.02015961627023,0.7757205493866991,Jan,7,3,3,18,New_Visitor,False,True
0,105.3614447823378,14,264.39667962412,44,759.4911416698658,0.12155886459508938,0.19200086254556134,134.91631672537588,0.08989281011675454,Sep,1,3,2,9,New_Visitor,True,True
3,1.5717285688871208,10,220.77102926158364,320,1581.10196018709,0.16731649365967674,0.11431377772936034,118.13426958444451,0.433975685354981,Mar,7,11,5,4,Returning_Visitor,False,True
12,198.18367716117774,22,94.40845899100239,193,2769.690618875955,0.001874722311295729,0.049984355712287126,298.8858815816969,0.5284152309401318,Dec,8,4,9,12,Returning_Visitor,True,False
22,40.091302657153705,24,118.57620254536666,517,3394.1745813693638,0.18720141434095783,0.1388723299694894,258.39275741021163,0.5978873271078858,Aug,3,6,2,13,New_Visitor,True,True
12,301.75038220996385,10,200.3060057309537,262,5655.020069926722,0.023590675674848585,0.16405118739286784,264.2746409258425,0.5424926126705728,Nov,7,10,5,4,Other,True,True
12,110.43005442776415,2,268.3357856470474,434,3667.591370111837,0.17994122469746981,0.19351574423840073,52.69253603209392,0.3507842763258051,Jan,7,7,1,15,Other,False,True
1,177.4582586413915,23,53.61261981105262,529,392.3931380795329,0.04671145994078801,0.12355004936312236,99.242144245004,0.2875029769306192,May,3,2,8,17,New_Visitor,True,False
8,34.8134260366217,23,154.39906162259405,296,6045.963029067173,0.18340651840896602,0.16439314411230257,198.3339237314397,0.44077922202386133,Jan,8,1,3,8,Returning_Visitor,False,True
23,114.66369937890106,16,35.635326397313015,500,4262.374637925999,0.1574662168487382,0.1421233300141619,347.5149708664591,0.06658770186274887,June,1,10,1,8,New_Visitor,False,True
7,312.5960973034288,4,83.83654659603937,618,7515.267673296554,0.053833866490266225,0.15500738985022416,170.15821142799413,0.47116593626385084,Mar,6,4,1,9,Returning_Visitor,True,True
6,60.635164760927786,12,205.7944077879727,68,5081.9205159918465,0.005655262332157518,0.11955410561568103,56.72330344695666,0.9657134709205526,Feb,7,6,5,19,New_Visitor,True,False
3,258.86382445078294,9,23.320390574448513,24,4271.4544320239975,0.1431686415874501,0.0582132259940847,160.12614209449606,0.053896238693622256,Nov,2,7,7,10,New_Visitor,True,True
17,366.97034112180046,4,198.70757456665424,567,2355.430894883063,0.1643525489684131,0.017520324690878452,116.63924979482223,0.15294370054166595,Aug,1,6,3,11,Returning_Visitor,False,False
2,271.9347039030881,11,270.2433362835891,512,1891.683149197573,0.13595281778143628,0.14398249605847283,397.836584354102,0.630349899775165,Mar,6,7,1,14,Other,False,True
27,324.40867571689074,7,290.81108730553984,182,1840.2702489842459,0.07633326151321723,0.1659029576376044,150.34665112575726,0.7073868989416129,Mar,8,8,7,3,New_Visitor,True,True
5,43.58865172156632,23,64.98966030765465,53,3256.9826093599,0.02547842919487575,0.1542315733848308,246.23364651154844,0.47527200773027434,Apr,7,3,8,10,Returning_Visitor,False,True
11,100.29273040082178,11,224.66938698236274,80,1370.9713344632116,0.06940974441018091,0.007924233843504514,229.89393905464993,0.9168188673309399,Oct,8,5,1,2,Returning_Visitor,True,False
11,357.8155408962364,15,277.91113461165895,159,6753.678441866075,0.05371679361650559,0.010997068276953148,68.03384428202604,0.48170899704998627,Apr,7,8,9,18,Other,False,True
20,286.0422454472357,1,27.4107932548308,385,6441.579197050132,0.1446179416317423,0.020626235120626557,52.05245651064887,0.10935554948078163,May,8,5,6,8,New_Visitor,True,True
27,255.82153055092448,2,124.20708254676158,448,5830.781150653641,0.03187218339993381,0.1648882787196896,7.067851519503199,0.4789860472223958,Apr,3,9,9,3,New_Visitor,False,True
7,265.50669444868,17,275.8229300616498,263,390.0061508085448,0.16390851718216662,0.12212562331657364,54.96452445178757,0.5147205921876248,Jan,4,8,3,8,Returning_Visitor,True,True
21,165.68022172185738,16,60.836249476449034,620,575.246964052246,0.12238850310581904,0.11794090185068343,290.6702734534433,0.4287546570535774,Jan,5,9,4,20,Returning_Visitor,True,True
21,17.82265264706129,1,280.12820513635256,308,5091.402257810902,0.09651373420640055,0.04266641875332067,253.06004884915188,0.9145790767845728,Aug,7,11,8,8,New_Visitor,False,True
0,313.7766168282916,21,158.15762132633353,43,5991.746217849129,0.07204642811002603,0.015311215060188666,113.61593733979763,0.4792300406184796,June,3,12,2,5,Other,False,True
3,271.4852944861415,11,29.96792476126671,200,213.72752692379126,0.10149873202922295,0.15922356846444385,86.08747129426595,0.6924408619854838,May,3,3,4,2,Other,True,True
20,189.1217856450899,16,134.9631950266545,283,2324.0017579877435,0.10802978262887449,0.16568086290332806,12.566144276325453,0.5086447917612039,Jan,8,8,6,10,Other,False,True
27,359.903846147303,5,97.87835864011987,146,1090.2655129120103,0.04739698165817981,0.05027040841015114,113.23997781889345,0.7265209413520102,Sep,4,12,9,17,Returning_Visitor,True,True
10,134.46386599403954,16,84.66124816554249,439,1850.231873980083,0.19775091246872326,0.16519101639966582,134.53153372512193,0.10891599947174857,May,4,9,8,8,New_Visitor,True,False
2,117.72869769249436,1,162.44267269010513,403,4147.016025645575,0.18190953164170207,0.06259033327340635,346.03942865004524,0.9449114998269479,Mar,2,4,2,1,New_Visitor,False,True
12,349.11853003177714,7,145.07780722556103,183,873.9576179023585,0.0781595920517771,0.1623947857238116,5.458804705296627,0.6117532978836344,Aug,1,3,9,8,Other,True,True
24,318.7950619035942,13,144.59014788602758,546,1838.673049276304,0.05080431693156502,0.013735077797193008,105.57287931072845,0.307752502670285,May,5,3,1,3,Returning_Visitor,False,True
16,205.9919242593379,5,26.442519330934587,208,4519.267158878698,0.061409075716769596,0.06894590528478142,381.17194625372167,0.2333124910671972,Feb,4,2,2,15,Other,True,True
21,52.29389578313999,8,240.69545430814097,574,4064.8725928705876,0.1960335606087815,0.15408278073358925,340.766952355561,0.7377198399330039,Aug,7,12,7,5,New_Visitor,True,True
21,86.02858858602099,0,144.43179460673855,81,6860.728120951863,0.08141291064846885,0.057754776199959015,352.7199021502576,0.26731127677667677,Oct,1,1,2,20,Other,False,True
9,262.49119616352266,4,246.27174861056227,262,1204.6377864713165,0.18238602005228197,0.00805923745105872,1.1394761099304151,0.4488749682020515,Dec,2,5,1,16,Returning_Visitor,False,True
20,154.01649513616468,6,247.3783924652851,38,2959.0778855125395,0.011804736981656384,0.030068368669721734,144.90287416931486,0.6167069325287635,May,8,2,7,6,Other,False,True
11,334.5892766663885,8,95.14059745441295,285,7394.877654168973,0.15535926987849835,0.19233728534574934,192.38376189942744,0.8577557202624075,Oct,7,7,1,8,New_Visitor,True,True
14,379.98200373288165,13,1.3038911422837085,22,6366.3860400562035,0.1524251872192427,0.12004824597884858,43.09726602366726,0.8292513865160567,Jul,4,9,3,10,New_Visitor,False,False
20,322.2547701099673,8,273.37370323743556,595,4778.8586502079515,0.13019731986251604,0.03539168946689273,32.14046117417353,0.6670938437833311,Jan,1,6,6,15,New_Visitor,True,True
9,151.01816919822286,3,228.20840792587208,473,6151.940241937887,0.02422365161475708,0.12953879828918913,142.908376516321,0.26498547908749925,Dec,7,7,6,10,New_Visitor,False,True
13,315.4745716925696,19,32.17558704704133,302,3587.0462504411807,0.1962798553874487,0.12466247787840044,368.31336480288655,0.1619211486549984,Jul,2,1,2,18,Returning_Visitor,False,True
12,140.5766693882734,14,210.5181102009304,205,7285.497413504532,0.04255591276983777,0.08156005255795995,160.17830569861,0.545440589158979,May,5,6,4,12,New_Visitor,True,True
4,66.84003510625357,3,6.00698060066418,431,4797.251513146909,0.14194241611462455,0.13335582489774303,302.68727116278706,0.8815181390888241,Apr,8,1,1,11,Returning_Visitor,False,True
5,13.357281946342958,2,8.327720766209545,94,5565.086095841993,0.15029523943892584,0.02236174232818984,239.22335385156956,0.4083256789807397,Sep,1,4,7,2,Returning_Visitor,False,True
23,154.286685104408,23,157.74697187935274,474,5215.888649474955,0.15198378366709628,0.06428284136319554,354.96659694043655,0.7369989521515258,May,8,1,7,7,Other,True,True
1,361.42372147891274,20,28.811228770903984,574,5382.116263996256,0.16520100199637008,0.00751660172854487,133.38462904541112,0.8320375002161512,May,1,5,8,1,Other,False,False
21,95.5946351022706,22,289.3009567454757,375,5128.504327066002,0.19782481616629166,0.18289265583146055,53.24817312601553,0.26253712057139234,Jan,4,5,3,15,New_Visitor,False,False
16,82.6052659719136,21,268.14936799507876,136,590.115161746036,0.01919802050672037,0.17859720758320577,54.747328612758615,0.9643448227672357,Dec,2,11,1,16,New_Visitor,False,True
3,387.9283140964161,13,194.94360937436542,150,4830.7933565637295,0.094437829504973,0.040790841599399386,75.29311610701188,0.2550223740586225,Aug,3,2,1,3,Returning_Visitor,False,True
13,10.001645140236848,8,19.112691251493985,628,6267.195410814324,0.1949681071869772,0.14153106856374162,323.4887359827402,0.5893766842118561,June,4,8,7,11,Other,True,True
9,314.31286015750175,18,97.45057734211954,201,3.1667710436895646,0.17641706272355814,0.16261226848729773,228.48827434924823,0.6680022163728196,Sep,8,13,5,8,Other,False,True
